Cidade;valortotal;categorias
PLANURA-MG;102.16;TELEFONIA|UTILIDADES_DOMESTICA|
TUCUMA-PA;404.25;PAPELARIA|AUTOMOTIVO|UTILIDADES_DOMESTICA|
PEDRINOPOLIS-MG;481.01;ESPORTE_LAZER|AUTOMOTIVO|
LIBERDADE-MG;107.23;ESPORTE_LAZER|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|
VERISSIMO-MG;294.12;ESPORTE_LAZER|BRINQUEDOS|AUTOMOTIVO|
IBOTIRAMA-BA;352.39;BELEZA_SAUDE|TELEFONIA|INFORMATICA_ACESSORI|MOVEIS_ESCRITORIO|
CAPAO DO CIPO-RS;222.20;PERFUMARIA|BEBIDAS|
TIANGUA-CE;2237.09;ESPORTE_LAZER|PAPELARIA|INFORMATICA_ACESSORI|BELEZA_SAUDE|CAMA_MESA_BANHO|MALAS_ACESSORIOS|BEBIDAS|PERFUMARIA|
LUPERCIO-SP;48.89;BELEZA_SAUDE|UTILIDADES_DOMESTICA|
CUMARI-GO;199.90;ESPORTE_LAZER|UTILIDADES_DOMESTICA|
VICTOR GRAEFF-RS;142.80;BELEZA_SAUDE|BEBIDAS|
SAO JOAQUIM-SC;1059.98;BELEZA_SAUDE|COOL_STUFF|BEBIDAS|AUTOMOTIVO|TELEFONIA|INFORMATICA_ACESSORI|
PATU-RN;144.49;TELEFONIA|ELETRONICOS|INFORMATICA_ACESSORI|
RIACHAO DO JACUIPE-BA;87.50;TELEFONIA|MOVEIS_DECORACAO|
FORQUILHA-CE;348.47;TELEFONIA|BELEZA_SAUDE|PAPELARIA|RELOGIOS_PRESENTES|
PIEDADE DOS GERAIS-MG;392.88;TELEFONIA|COOL_STUFF|ESPORTE_LAZER|
RIO PRETO-MG;81.78;TELEFONIA|UTILIDADES_DOMESTICA|FASHION_BOLSAS_E_ACE|
NOVA PRATA DO IGUACU-PR;1049.78;TELEFONIA|FERRAMENTAS_JARDIM|BELEZA_SAUDE|INFORMATICA_ACESSORI|PERFUMARIA|BEBIDAS|
TRES BARRAS-SC;297.34;TELEFONIA|UTILIDADES_DOMESTICA|AUTOMOTIVO|BELEZA_SAUDE|
ARROIO GRANDE-RS;138.77;TELEFONIA|ESPORTE_LAZER|
TRES ARROIOS-RS;170.27;TELEFONIA|UTILIDADES_DOMESTICA|PERFUMARIA|
CABO VERDE-MG;373.89;TELEFONIA|BELEZA_SAUDE|
PEDRA BRANCA-CE;36.89;TELEFONIA|AUTOMOTIVO|
CONFRESA-MT;642.68;TELEFONIA|MALAS_ACESSORIOS|CAMA_MESA_BANHO|BRINQUEDOS|
MACAPARANA-PE;144.88;TELEFONIA|INFORMATICA_ACESSORI|
PATO BRAGADO-PR;86.70;ELETRONICOS|AUTOMOTIVO|
BOM CONSELHO-PE;1624.93;ELETRONICOS|INFORMATICA_ACESSORI|ELETRODOMESTICOS|TELEFONIA|PAPELARIA|BELEZA_SAUDE|
MAJOR VIEIRA-SC;256.89;ELETRONICOS|COOL_STUFF|PERFUMARIA|
FAZENDA VILANOVA-RS;157.80;ELETRONICOS|PET_SHOP|
IBICOARA-BA;269.30;ELETRONICOS|TELEFONIA|
SAO LUDGERO-SC;593.92;ELETRONICOS|INFORMATICA_ACESSORI|
BACURI-MA;265.65;ELETRONICOS|ESPORTE_LAZER|
HORIZONTE-CE;411.09;ELETRONICOS|CAMA_MESA_BANHO|INFORMATICA_ACESSORI|ESPORTE_LAZER|
SANTA MARIA DA SERRA-SP;143.64;ELETRONICOS|COOL_STUFF|
MADRE DE DEUS-BA;467.33;ELETRONICOS|PET_SHOP|BEBIDAS|RELOGIOS_PRESENTES|MOVEIS_DECORACAO|
ITAU DE MINAS-MG;364.45;ELETRONICOS|CAMA_MESA_BANHO|RELOGIOS_PRESENTES|BRINQUEDOS|
MARI-PB;264.55;ELETRONICOS|AUTOMOTIVO|INFORMATICA_ACESSORI|
DAMIANOPOLIS-GO;33.64;ELETRONICOS|TELEFONIA|
SANTO ANTONIO DO JARDIM-SP;231.03;ELETRONICOS|TELEFONIA|FASHION_BOLSAS_E_ACE|FERRAMENTAS_JARDIM|
PESQUEIRA-PE;667.79;ELETRONICOS|BEBIDAS|RELOGIOS_PRESENTES|CONSOLES_GAMES|CAMA_MESA_BANHO|BRINQUEDOS|FERRAMENTAS_JARDIM|AUTOMOTIVO|
COARACI-BA;1201.88;ELETRONICOS|COOL_STUFF|UTILIDADES_DOMESTICA|MOVEIS_DECORACAO|
BARRA DO TURVO-SP;293.90;ELETRONICOS|ESPORTE_LAZER|PET_SHOP|
SAO JORGE DO PATROCINIO-PR;89.90;ELETRONICOS|BELEZA_SAUDE|
ICONHA-ES;315.74;ELETRONICOS|CAMA_MESA_BANHO|INFORMATICA_ACESSORI|COOL_STUFF|
REGENERACAO-PI;790.97;ELETRONICOS|PERFUMARIA|BELEZA_SAUDE|BRINQUEDOS|INFORMATICA_ACESSORI|
LUZILANDIA-PI;161.80;ELETRONICOS|FASHION_BOLSAS_E_ACE|BELEZA_SAUDE|
ORIENTE-SP;1017.27;ELETRONICOS|RELOGIOS_PRESENTES|BELEZA_SAUDE|
SERRA DOS AIMORES-MG;351.82;ELETRONICOS|BELEZA_SAUDE|AUTOMOTIVO|RELOGIOS_PRESENTES|BEBIDAS|
SAO JOAO DO PIAUI-PI;1468.90;COOL_STUFF|MOVEIS_DECORACAO|BRINQUEDOS|BELEZA_SAUDE|
IGARACU DO TIETE-SP;95.19;ELETRONICOS|COOL_STUFF|AUTOMOTIVO|
CANINDE-CE;565.39;ELETRONICOS|BELEZA_SAUDE|PERFUMARIA|BRINQUEDOS|ESPORTE_LAZER|
NOVO REPARTIMENTO-PA;155.00;ELETRONICOS|BELEZA_SAUDE|
SARZEDO-MG;849.03;ELETRONICOS|CAMA_MESA_BANHO|INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|BELEZA_SAUDE|BRINQUEDOS|ESPORTE_LAZER|BEBIDAS|COOL_STUFF|
JARAGUA-GO;487.68;ELETRONICOS|INFORMATICA_ACESSORI|TELEFONIA|BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|CAMA_MESA_BANHO|
MORPARA-BA;357.12;FERRAMENTAS_JARDIM|TELEFONIA|
INDIANA-SP;343.89;INFORMATICA_ACESSORI|COOL_STUFF|BELEZA_SAUDE|
QUATIS-RJ;483.69;ELETRONICOS|BELEZA_SAUDE|CAMA_MESA_BANHO|AUTOMOTIVO|
SERTANIA-PE;343.29;ELETRONICOS|ESPORTE_LAZER|BELEZA_SAUDE|BEBIDAS|
CARAI-MG;455.97;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|AUTOMOTIVO|ESPORTE_LAZER|
SAO GERALDO-MG;304.78;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|CONSOLES_GAMES|
SAO DOMINGOS-BA;106.99;CAMA_MESA_BANHO|MOVEIS_DECORACAO|
SALTO DO JACUI-RS;196.36;CAMA_MESA_BANHO|BELEZA_SAUDE|ESPORTE_LAZER|ELETRODOMESTICOS|
ALAGOINHA-PB;269.90;CAMA_MESA_BANHO|ESPORTE_LAZER|
BANANEIRAS-PB;267.34;CAMA_MESA_BANHO|COOL_STUFF|BELEZA_SAUDE|INFORMATICA_ACESSORI|
JARDIM DO SERIDO-RN;445.90;CAMA_MESA_BANHO|BELEZA_SAUDE|PAPELARIA|
UNIAO DE MINAS-MG;87.09;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|BELEZA_SAUDE|
FLORESTA-PE;454.58;CAMA_MESA_BANHO|ESPORTE_LAZER|BRINQUEDOS|MOVEIS_DECORACAO|TELEFONIA|
SERRO-MG;837.89;CAMA_MESA_BANHO|TELEFONIA|
COMENDADOR LEVY GASPARIAN-RJ;603.69;CAMA_MESA_BANHO|COOL_STUFF|CONSOLES_GAMES|PAPELARIA|AUTOMOTIVO|BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|
BOM JESUS-PI;807.80;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|ELETRONICOS|
PETROLANDIA-SC;635.80;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|AUTOMOTIVO|ESPORTE_LAZER|
PLANALTO-PR;353.70;CAMA_MESA_BANHO|MALAS_ACESSORIOS|INFORMATICA_ACESSORI|ELETRONICOS|
JAIBA-MG;683.49;CAMA_MESA_BANHO|PAPELARIA|AUTOMOTIVO|INFORMATICA_ACESSORI|ESPORTE_LAZER|
ITAPITANGA-BA;205.70;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|MALAS_ACESSORIOS|
CANAVIEIRAS-BA;771.90;FERRAMENTAS_JARDIM|BELEZA_SAUDE|TELEFONIA|BEBIDAS|AUTOMOTIVO|
CAMPO ALEGRE-AL;919.10;INFORMATICA_ACESSORI|COOL_STUFF|
JAPUIBA-RJ;967.58;INFORMATICA_ACESSORI|FERRAMENTAS_JARDIM|ESPORTE_LAZER|
LUIZIANIA-SP;119.89;INFORMATICA_ACESSORI|TELEFONIA|
PARAISO DO TOCANTINS-TO;1766.14;INFORMATICA_ACESSORI|COOL_STUFF|UTILIDADES_DOMESTICA|AUTOMOTIVO|TELEFONIA|ESPORTE_LAZER|
SAO DOMINGOS DO NORTE-ES;874.40;COOL_STUFF|MALAS_ACESSORIOS|PERFUMARIA|BELEZA_SAUDE|AUTOMOTIVO|ESPORTE_LAZER|TELEFONIA|
NOVA VENEZA-SC;422.89;COOL_STUFF|RELOGIOS_PRESENTES|TELEFONIA|
SALES OLIVEIRA-SP;538.15;INFORMATICA_ACESSORI|BELEZA_SAUDE|ESPORTE_LAZER|PET_SHOP|
ANTONIO PRADO-RS;495.30;INFORMATICA_ACESSORI|BELEZA_SAUDE|TELEFONIA|
SAO MIGUEL DOS CAMPOS-AL;813.36;INFORMATICA_ACESSORI|ELETRODOMESTICOS|
TIMBE DO SUL-SC;212.79;INFORMATICA_ACESSORI|BRINQUEDOS|PAPELARIA|
GUARANI-MG;2060.50;INFORMATICA_ACESSORI|BELEZA_SAUDE|COOL_STUFF|UTILIDADES_DOMESTICA|
RIO ACIMA-MG;398.69;INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|AUTOMOTIVO|CAMA_MESA_BANHO|MOVEIS_DECORACAO|
LUZ-MG;166.90;INFORMATICA_ACESSORI|ELETRONICOS|
BATAGUASSU-MS;514.50;INFORMATICA_ACESSORI|MALAS_ACESSORIOS|BELEZA_SAUDE|
VILA FLORES-RS;289.89;INFORMATICA_ACESSORI|BELEZA_SAUDE|FERRAMENTAS_JARDIM|
SAO JOAO-PR;961.39;INFORMATICA_ACESSORI|BELEZA_SAUDE|MOVEIS_DECORACAO|BEBIDAS|RELOGIOS_PRESENTES|CONSOLES_GAMES|ELETRONICOS|FASHION_BOLSAS_E_ACE|BRINQUEDOS|
MUZAMBINHO-MG;628.67;INFORMATICA_ACESSORI|CAMA_MESA_BANHO|BEBIDAS|TELEFONIA|UTILIDADES_DOMESTICA|
SENADOR FIRMINO-MG;138.57;INFORMATICA_ACESSORI|CAMA_MESA_BANHO|
MEDINA-MG;579.19;INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|CAMA_MESA_BANHO|FASHION_BOLSAS_E_ACE|BELEZA_SAUDE|
SANTA CLARA DO SUL-RS;339.99;COOL_STUFF|ESPORTE_LAZER|
NEROPOLIS-GO;1297.22;COOL_STUFF|BELEZA_SAUDE|PAPELARIA|BRINQUEDOS|INFORMATICA_ACESSORI|BEBIDAS|
SIQUEIRA CAMPOS-PR;1478.08;COOL_STUFF|MOVEIS_DECORACAO|FERRAMENTAS_JARDIM|BELEZA_SAUDE|PERFUMARIA|BRINQUEDOS|RELOGIOS_PRESENTES|INFORMATICA_ACESSORI|
TABOCAS DO BREJO VELHO-BA;139.88;COOL_STUFF|INFORMATICA_ACESSORI|TELEFONIA|
RONCADOR-PR;158.98;COOL_STUFF|TELEFONIA|
CACEQUI-RS;286.99;COOL_STUFF|RELOGIOS_PRESENTES|ESPORTE_LAZER|
BOM JESUS-SC;819.89;COOL_STUFF|BRINQUEDOS|
FORMOSO-MG;828.99;COOL_STUFF|FASHION_BOLSAS_E_ACE|
TABIRA-PE;828.98;COOL_STUFF|AUTOMOTIVO|FASHION_BOLSAS_E_ACE|
XAMBIOA-TO;133.98;COOL_STUFF|BELEZA_SAUDE|
CONCEICAO DOS OUROS-MG;632.78;COOL_STUFF|UTILIDADES_DOMESTICA|BELEZA_SAUDE|INFORMATICA_ACESSORI|
PAULO LOPES-SC;238.99;COOL_STUFF|ESPORTE_LAZER|
NOVA HARTZ-RS;463.88;COOL_STUFF|BEBIDAS|CAMA_MESA_BANHO|TELEFONIA|
JUCURUTU-RN;632.98;COOL_STUFF|ESPORTE_LAZER|
RIO PARDO DE MINAS-MG;524.79;COOL_STUFF|RELOGIOS_PRESENTES|FASHION_BOLSAS_E_ACE|ESPORTE_LAZER|
QUERENCIA-MT;2120.63;COOL_STUFF|ELETRODOMESTICOS|FASHION_BOLSAS_E_ACE|BELEZA_SAUDE|AUTOMOTIVO|BRINQUEDOS|RELOGIOS_PRESENTES|
PEDRALVA-MG;743.97;COOL_STUFF|UTILIDADES_DOMESTICA|ESPORTE_LAZER|
MARTINOPOLIS-SP;3708.09;COOL_STUFF|FERRAMENTAS_JARDIM|PAPELARIA|INFORMATICA_ACESSORI|CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|BRINQUEDOS|
UTINGA-BA;323.89;COOL_STUFF|PAPELARIA|UTILIDADES_DOMESTICA|
URBANO SANTOS-MA;501.79;COOL_STUFF|MALAS_ACESSORIOS|PAPELARIA|AUTOMOTIVO|PET_SHOP|
SANGAO-SC;264.79;COOL_STUFF|BRINQUEDOS|PERFUMARIA|
ITAPERUCU-PR;635.84;COOL_STUFF|CAMA_MESA_BANHO|ESPORTE_LAZER|
CAETANOPOLIS-MG;624.58;COOL_STUFF|MALAS_ACESSORIOS|PERFUMARIA|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|BELEZA_SAUDE|MOVEIS_DECORACAO|
CHACARA-MG;175.70;COOL_STUFF|CAMA_MESA_BANHO|
JOAO LISBOA-MA;582.99;COOL_STUFF|ELETRODOMESTICOS|BELEZA_SAUDE|AUTOMOTIVO|
OURO VERDE-SP;307.97;COOL_STUFF|ELETRODOMESTICOS|CAMA_MESA_BANHO|
SANTA RITA DE MINAS-MG;367.67;COOL_STUFF|MOVEIS_DECORACAO|BELEZA_SAUDE|
ROQUE GONZALES-RS;418.99;COOL_STUFF|BRINQUEDOS|BEBIDAS|
SAO JOAO EVANGELISTA-MG;939.77;COOL_STUFF|MOVEIS_DECORACAO|ELETRONICOS|BEBIDAS|TELEFONIA|
ITABATAN-BA;154.98;COOL_STUFF|TELEFONIA|
MEDEIROS-MG;279.49;COOL_STUFF|BELEZA_SAUDE|
GOIANORTE-TO;184.99;COOL_STUFF|BELEZA_SAUDE|
CUSTODIA-PE;584.88;COOL_STUFF|TELEFONIA|ESPORTE_LAZER|INFORMATICA_ACESSORI|BEBIDAS|
RIBEIRAOZINHO-MT;299.98;COOL_STUFF|RELOGIOS_PRESENTES|
GRAVATAL-SC;1260.27;COOL_STUFF|MALAS_ACESSORIOS|FERRAMENTAS_JARDIM|ESPORTE_LAZER|MOVEIS_DECORACAO|
PINHALAO-PR;1801.94;COOL_STUFF|ESPORTE_LAZER|CAMA_MESA_BANHO|INFORMATICA_ACESSORI|AUTOMOTIVO|
MUNHOZ DE MELO-PR;953.89;COOL_STUFF|RELOGIOS_PRESENTES|PERFUMARIA|CAMA_MESA_BANHO|
VERA CRUZ DO OESTE-PR;431.56;COOL_STUFF|ELETRONICOS|RELOGIOS_PRESENTES|
BOM JESUS DA SERRA-BA;279.89;COOL_STUFF|MOVEIS_DECORACAO|
POSTO DA MATA-BA;381.98;COOL_STUFF|ELETRODOMESTICOS|CAMA_MESA_BANHO|
MONCOES-SP;346.98;BEBIDAS|COOL_STUFF|
GUARANTA DO NORTE-MT;393.87;BEBIDAS|BRINQUEDOS|RELOGIOS_PRESENTES|TELEFONIA|ESPORTE_LAZER|
AMERICANO DO BRASIL-GO;171.99;COOL_STUFF|FASHION_BOLSAS_E_ACE|
ICHU-BA;160.98;COOL_STUFF|BELEZA_SAUDE|
URUARA-PA;804.50;COOL_STUFF|INFORMATICA_ACESSORI|FERRAMENTAS_JARDIM|BEBIDAS|BELEZA_SAUDE|
MORRETES-PR;587.98;COOL_STUFF|BELEZA_SAUDE|
RITAPOLIS-MG;145.69;COOL_STUFF|BELEZA_SAUDE|ELETRONICOS|
NOVA MUTUM-MT;571.38;COOL_STUFF|CONSOLES_GAMES|BELEZA_SAUDE|BRINQUEDOS|
IRAPE-SP;379.98;COOL_STUFF|BEBIDAS|
SANTA IZABEL DO OESTE-PR;319.89;COOL_STUFF|BELEZA_SAUDE|
RIO DO CAMPO-SC;674.95;BEBIDAS|UTILIDADES_DOMESTICA|PAPELARIA|MOVEIS_DECORACAO|
BORRAZOPOLIS-PR;259.59;COOL_STUFF|PAPELARIA|
DOM PEDRO-MA;333.77;COOL_STUFF|BELEZA_SAUDE|CAMA_MESA_BANHO|
CORTES-PE;249.89;COOL_STUFF|RELOGIOS_PRESENTES|
IGUAI-BA;535.99;BEBIDAS|TELEFONIA|
PANORAMA-SP;404.39;COOL_STUFF|ESPORTE_LAZER|AUTOMOTIVO|CONSOLES_GAMES|TELEFONIA|
ENGENHEIRO PASSOS-RJ;250.89;COOL_STUFF|INFORMATICA_ACESSORI|
GAURAMA-RS;277.88;COOL_STUFF|AUTOMOTIVO|
ALTO SANTO-CE;195.89;COOL_STUFF|ESPORTE_LAZER|
INUBIA PAULISTA-SP;304.98;COOL_STUFF|ESPORTE_LAZER|UTILIDADES_DOMESTICA|
CANDELARIA-RS;473.99;COOL_STUFF|ELETRODOMESTICOS|
URUCUI-PI;418.98;COOL_STUFF|CAMA_MESA_BANHO|PET_SHOP|
CARAIBA-PE;416.89;BEBIDAS|RELOGIOS_PRESENTES|
COUTO DE MAGALHAES-TO;194.89;ELETRONICOS|MOVEIS_DECORACAO|
TOCANTINOPOLIS-TO;731.65;ELETRONICOS|INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|BELEZA_SAUDE|TELEFONIA|
OURO VERDE DE MINAS-MG;80.79;TELEFONIA|BELEZA_SAUDE|
BUTIA-RS;1112.69;ELETRONICOS|RELOGIOS_PRESENTES|PERFUMARIA|UTILIDADES_DOMESTICA|BRINQUEDOS|INFORMATICA_ACESSORI|
POUSO ALTO-MG;251.00;INFORMATICA_ACESSORI|ELETRODOMESTICOS|
PONTAL-SP;999.58;FERRAMENTAS_JARDIM|INFORMATICA_ACESSORI|BEBIDAS|BRINQUEDOS|CONSOLES_GAMES|UTILIDADES_DOMESTICA|FASHION_BOLSAS_E_ACE|PET_SHOP|AUTOMOTIVO|
TAPES-RS;467.45;INFORMATICA_ACESSORI|BELEZA_SAUDE|FASHION_BOLSAS_E_ACE|BEBIDAS|
CAMPO DO MEIO-MG;251.69;INFORMATICA_ACESSORI|PAPELARIA|CAMA_MESA_BANHO|
CARMO DA CACHOEIRA-MG;319.44;INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|AUTOMOTIVO|
IGARAPAVA-SP;490.20;INFORMATICA_ACESSORI|PERFUMARIA|ELETRONICOS|PET_SHOP|
CAFELANDIA-SP;729.20;INFORMATICA_ACESSORI|BRINQUEDOS|BELEZA_SAUDE|AUTOMOTIVO|CONSOLES_GAMES|UTILIDADES_DOMESTICA|FASHION_BOLSAS_E_ACE|
SANTA RITA DE CALDAS-MG;256.79;INFORMATICA_ACESSORI|AUTOMOTIVO|FERRAMENTAS_JARDIM|
JIJOCA DE JERICOACOARA-CE;1130.90;INFORMATICA_ACESSORI|PERFUMARIA|AUTOMOTIVO|
SOLONOPOLE-CE;729.89;COOL_STUFF|RELOGIOS_PRESENTES|
SANTA JULIANA-MG;1723.39;COOL_STUFF|PAPELARIA|INFORMATICA_ACESSORI|RELOGIOS_PRESENTES|TELEFONIA|ESPORTE_LAZER|PET_SHOP|
MARILUZ-PR;308.99;ELETRONICOS|CAMA_MESA_BANHO|
IPUBI-PE;400.47;MOVEIS_DECORACAO|CAMA_MESA_BANHO|INFORMATICA_ACESSORI|
ARANDU-SP;105.70;MOVEIS_DECORACAO|ESPORTE_LAZER|
ITAPURANGA-GO;800.88;UTILIDADES_DOMESTICA|BRINQUEDOS|PERFUMARIA|MOVEIS_DECORACAO|BELEZA_SAUDE|ESPORTE_LAZER|
ARVOREZINHA-RS;262.50;CAMA_MESA_BANHO|COOL_STUFF|BELEZA_SAUDE|
CERRO AZUL-PR;182.18;CAMA_MESA_BANHO|FASHION_BOLSAS_E_ACE|BRINQUEDOS|
CENTENARIO DO SUL-PR;279.33;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|
CAMPOS GERAIS-MG;457.16;CAMA_MESA_BANHO|UTILIDADES_DOMESTICA|PERFUMARIA|INFORMATICA_ACESSORI|
SANTA CRUZ CABRALIA-BA;515.88;CAMA_MESA_BANHO|TELEFONIA|CONSOLES_GAMES|ESPORTE_LAZER|
ITURAMA-MG;1468.65;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|BELEZA_SAUDE|COOL_STUFF|ESPORTE_LAZER|PERFUMARIA|
HOLAMBRA II-SP;837.19;BELEZA_SAUDE|AUTOMOTIVO|BRINQUEDOS|
FERNANDO PRESTES-SP;331.60;BELEZA_SAUDE|AUTOMOTIVO|UTILIDADES_DOMESTICA|
MALLET-PR;637.65;BEBIDAS|INFORMATICA_ACESSORI|BELEZA_SAUDE|CAMA_MESA_BANHO|ELETRONICOS|
ITAPICURU-BA;137.33;PET_SHOP|PAPELARIA|
CASTANHEIRA-MT;128.98;BEBIDAS|UTILIDADES_DOMESTICA|ESPORTE_LAZER|
MAUA DA SERRA-PR;129.99;BEBIDAS|CAMA_MESA_BANHO|
OTACILIO COSTA-SC;722.89;PET_SHOP|BEBIDAS|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|
IVATE-PR;124.98;PET_SHOP|BRINQUEDOS|
PALMEIRA DAS MISSOES-RS;1635.91;PET_SHOP|ESPORTE_LAZER|BEBIDAS|FERRAMENTAS_JARDIM|TELEFONIA|INFORMATICA_ACESSORI|BELEZA_SAUDE|UTILIDADES_DOMESTICA|COOL_STUFF|
CARNAUBAL-CE;214.89;PET_SHOP|FASHION_BOLSAS_E_ACE|
MATERLANDIA-MG;79.98;CAMA_MESA_BANHO|FASHION_BOLSAS_E_ACE|
BOCAIUVA DO SUL-PR;49.89;CAMA_MESA_BANHO|PERFUMARIA|
ESPERANCA-PB;1720.38;CAMA_MESA_BANHO|CONSOLES_GAMES|BELEZA_SAUDE|TELEFONIA|AUTOMOTIVO|
IBIRAJA-BA;327.90;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|
SANTA TEREZINHA DE ITAIPU-PR;328.94;CAMA_MESA_BANHO|MOVEIS_DECORACAO|COOL_STUFF|
PASSA TRES-RJ;63.85;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|
BAIANOPOLIS-BA;416.30;MOVEIS_DECORACAO|BELEZA_SAUDE|
PRAIA GRANDE-SC;383.25;MOVEIS_DECORACAO|CONSOLES_GAMES|ESPORTE_LAZER|
TERRA RICA-PR;644.67;MOVEIS_DECORACAO|PAPELARIA|RELOGIOS_PRESENTES|PERFUMARIA|AUTOMOTIVO|FASHION_BOLSAS_E_ACE|INFORMATICA_ACESSORI|
NAZARE PAULISTA-SP;815.64;CAMA_MESA_BANHO|RELOGIOS_PRESENTES|BRINQUEDOS|BEBIDAS|FERRAMENTAS_JARDIM|MOVEIS_DECORACAO|
ARCEBURGO-MG;924.14;MOVEIS_DECORACAO|INFORMATICA_ACESSORI|PAPELARIA|BRINQUEDOS|BELEZA_SAUDE|
SAO JOAO DA MATA-MG;174.78;MOVEIS_DECORACAO|CAMA_MESA_BANHO|
NOVO PROGRESSO-PA;2219.01;MOVEIS_DECORACAO|RELOGIOS_PRESENTES|TELEFONIA|PAPELARIA|
MOZARLANDIA-GO;806.40;MOVEIS_DECORACAO|UTILIDADES_DOMESTICA|ESPORTE_LAZER|CAMA_MESA_BANHO|BRINQUEDOS|INFORMATICA_ACESSORI|
SENADOR MODESTINO GONCALVES-MG;119.32;MOVEIS_DECORACAO|PET_SHOP|
CORURIPE-AL;1222.30;MOVEIS_DECORACAO|BELEZA_SAUDE|TELEFONIA|
CAPINOPOLIS-MG;809.28;ELETRONICOS|AUTOMOTIVO|CONSOLES_GAMES|BRINQUEDOS|INFORMATICA_ACESSORI|UTILIDADES_DOMESTICA|ESPORTE_LAZER|TELEFONIA|
JOSE DE FREITAS-PI;157.90;ELETRONICOS|BELEZA_SAUDE|
MAR DE ESPANHA-MG;1014.72;ELETRONICOS|MOVEIS_DECORACAO|ESPORTE_LAZER|INFORMATICA_ACESSORI|TELEFONIA|CONSOLES_GAMES|
POLONI-SP;163.12;BELEZA_SAUDE|ESPORTE_LAZER|INFORMATICA_ACESSORI|
PANELAS-PE;161.79;PAPELARIA|BELEZA_SAUDE|
BURITIZAL-SP;66.99;UTILIDADES_DOMESTICA|ESPORTE_LAZER|
TRINDADE-PE;1094.80;BELEZA_SAUDE|RELOGIOS_PRESENTES|BEBIDAS|
BARRA DO CHOCA-BA;799.00;BELEZA_SAUDE|AUTOMOTIVO|
JUPI-PE;604.90;BELEZA_SAUDE|MOVEIS_DECORACAO|
PEABIRU-PR;675.39;BELEZA_SAUDE|COOL_STUFF|BEBIDAS|AUTOMOTIVO|
RIO TINTO-PB;439.90;BELEZA_SAUDE|BEBIDAS|
GUARARA-MG;501.99;BELEZA_SAUDE|COOL_STUFF|
UIBAI-BA;474.98;BELEZA_SAUDE|TELEFONIA|AUTOMOTIVO|
SANTANA DO ACARAU-CE;1376.89;BELEZA_SAUDE|MALAS_ACESSORIOS|FERRAMENTAS_JARDIM|BRINQUEDOS|
SANTO AMARO DE CAMPOS-RJ;761.79;BELEZA_SAUDE|FERRAMENTAS_JARDIM|CAMA_MESA_BANHO|BRINQUEDOS|AUTOMOTIVO|
CARIRIACU-CE;454.00;BELEZA_SAUDE|INFORMATICA_ACESSORI|
CONDADO-PE;944.80;BELEZA_SAUDE|BRINQUEDOS|BEBIDAS|RELOGIOS_PRESENTES|
BREU BRANCO-PA;481.74;BELEZA_SAUDE|ELETRODOMESTICOS|CAMA_MESA_BANHO|
INHAPIM-MG;436.35;MOVEIS_DECORACAO|ESPORTE_LAZER|TELEFONIA|
CARANDAI-MG;1088.20;CAMA_MESA_BANHO|INFORMATICA_ACESSORI|ESPORTE_LAZER|TELEFONIA|MOVEIS_DECORACAO|BRINQUEDOS|FERRAMENTAS_JARDIM|
RIBEIRA-SP;209.28;MOVEIS_DECORACAO|BELEZA_SAUDE|AUTOMOTIVO|
SAO BRAS DO SUACUI-MG;95.99;MOVEIS_DECORACAO|BEBIDAS|
PIRIPA-BA;71.99;MOVEIS_DECORACAO|FASHION_BOLSAS_E_ACE|
IBIA-MG;1356.39;BELEZA_SAUDE|BEBIDAS|FERRAMENTAS_JARDIM|ESPORTE_LAZER|PAPELARIA|UTILIDADES_DOMESTICA|ELETRONICOS|
MUNIZ FREIRE-ES;238.90;BEBIDAS|ESPORTE_LAZER|
ITATINGA-SP;462.90;PAPELARIA|ELETRODOMESTICOS|FERRAMENTAS_JARDIM|
ITATIM-BA;312.69;PAPELARIA|BELEZA_SAUDE|INFORMATICA_ACESSORI|
TABULEIRO-MG;324.89;PAPELARIA|CAMA_MESA_BANHO|
IRAI DE MINAS-MG;414.89;PAPELARIA|ELETRODOMESTICOS|
